Name;Name EN;Kartentyp;Typ;KP;Entwickelt sich aus;Fähigkeit;Fähigkeit Text;Angriff 1 Kosten;Angriff 1 Name;Angriff 1 Name EN;Angriff 1 Schaden;Effekt 1;Angriff 2 Kosten;Angriff 2 Name;Angriff 2 Name EN;Angriff 2 Schaden;Effekt 2;Schwäche;Resistenz;Rückzug;Set;#;Regulation;Set Name;URL
Delfinator-ex;Palafin ex;Pokemon Phase 1;Wasser;340; Normifin;Superheldenmut;Bringe dieses Pokemon nur mit dem Effekt von Delfinators Fähigkeit Superwechsel ins Spiel.;W;Gigastoß ;Giga Impact;250;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Elektro;keine;2;TWM;193;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_193_R_DE_LG.png
Delion;Leon;Trainer - Unterstützer;;;;;Während dieses Zuges fügen die Attacken deiner Pokemon dem Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;;;;;;Kampf;keine;1;CRZ;134;D;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_134_R_DE_LG.png
Delion;Leon;Trainer - Unterstützer;;;;;Während dieses Zuges fügen die Attacken deiner Pokemon dem Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;;;;;;Elektro;Kampf;2;VIV;154;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_154_R_DE_LG.png
Delion;Leon;Trainer - Unterstützer;;;;;Während dieses Zuges fügen die Attacken deiner Pokemon dem Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;;;;;;Elektro;Kampf;1;VIV;182;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_182_R_DE_LG.png
Delion;Leon;Trainer - Unterstützer;;;;;Während dieses Zuges fügen die Attacken deiner Pokemon dem Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;;;;;;;;;;;Elektro;Kampf;0;VIV;195;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_195_R_DE_LG.png
Demeteros;Landorus;Pokemon Basis;Kampf;120;;;;C;Beharken ;Strafe;20;Du kannst dieses Pokemon gegen 1 Pokemon auf deiner Bank austauschen.;FFC;Irdischer Donner ;Earthen Boom;120;Verschiebe alle Energien von diesem Pokemon beliebig auf die Pokemon auf deiner Bank.;Pflanze;keine;1;FST;148;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_148_R_DE_LG.png
Demeteros;Landorus;Pokemon Basis;Kampf;120;;;;C;Stoß ;Slap Push;20;;FFC;Schmetterklinge ;Smashing Edge;130;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Pflanze;keine;1;LOR;105;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_105_R_DE_LG.png
Denboku;Kamado;Trainer - Unterstützer;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);;;;;;;;;;;Kampf;keine;2;ASR;149;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_149_R_DE_LG.png
Denboku;Kamado;Trainer - Unterstützer;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);;;;;;;;;;;Kampf;keine;2;ASR;187;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_187_R_DE_LG.png
Denboku;Kamado;Trainer - Unterstützer;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);;;;;;;;;;;Feuer;Pflanze;3;ASR;205;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_205_R_DE_LG.png
Deoxys;Deoxys;Pokemon Basis;Psycho;120;;;;CCC;Photonen-Boost ;Photon Boost;80+;Wenn an dieses Pokemon mindestens 1 Fusionsangriff-Energie angelegt ist, fügt diese Attacke 80 Schadenspunkte mehr zu.;;;;;;Finsternis;Kampf;1;CRZ;GG12;E;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG12_R_DE_LG.png
Deoxys;Deoxys;Pokemon Basis;Psycho;120;;;;CCC;Photonen-Boost ;Photon Boost;80+;Wenn an dieses Pokemon mindestens 1 Fusionsangriff-Energie angelegt ist, fügt diese Attacke 80 Schadenspunkte mehr zu.;;;;;;Finsternis;Kampf;1;FST;120;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_120_R_DE_LG.png
Deoxys;Deoxys;Pokemon Basis;Psycho;120;;;;P;Psyhieb ;Psypunch;30;;PPP;Genom-Spirale ;Genome Spiral;120;Verschiebe alle Energien von diesem Pokemon beliebig auf die Pokemon auf deiner Bank.;Finsternis;Kampf;1;PAR;74;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_074_R_DE_LG.png
Deoxys VMAX;Deoxys VMAX;VMAX;Psycho;330; Deoxys V;;;;;Max Drain;;;;;;;;Finsternis;Kampf;3;CRZ;GG45;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG45_R_DE_LG.png
Deoxys VSTAR;Deoxys VSTAR;VSTAR;Psycho;270; Deoxys V;;;;;Psychic Javelin;;;;;Star Force;;;Finsternis;Kampf;2;CRZ;GG46;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG46_R_DE_LG.png
Deponitox;Garbodor;Pokemon Phase 1;Finsternis;120; Unratütox;;;D;Giftwolke ;Poison Gas;30;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;DDC;Schlammstrudel ;Sludge Whirlpool;130;;Kampf;keine;3;FST;169;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_169_R_DE_LG.png
Deponitox;Garbodor;Pokemon Phase 1;Finsternis;120; Unratütox;;;D;Wurf ;Chuck;50*;Lege beliebig viele Pokemon-Ausrüstungen aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 50 Schadenspunkte zu.;DCC;Giftiger Schlag ;Venomous Hit;80;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;Kampf;keine;3;PAR;117;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_117_R_DE_LG.png
Deponitox;Garbodor;Pokemon Phase 1;Finsternis;120; Unratütox;;;D;Wurf ;Chuck;50*;Lege beliebig viele Pokemon-Ausrüstungen aus deiner Hand auf deinen Ablagestapel. Diese Attacke fügt für jede auf diese Weise abgelegte Karte 50 Schadenspunkte zu.;DCC;Giftiger Schlag ;Venomous Hit;80;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;Kampf;keine;3;PAR;204;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_204_R_DE_LG.png
Deponitox;Garbodor;Pokemon Phase 1;Finsternis;120; Unratütox;;;CC;Müllwirbel ;Trash Cyclone;30*;Diese Attacke fügt für jede Pokemon-Ausrüstung in deinem Ablagestapel 30 Schadenspunkte zu. Mische jene Karten anschließend in dein Deck.;DCC;Giftspray ;Poison Spray;80;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;Kampf;keine;3;VIV;111;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_111_R_DE_LG.png
Deponitox V;Garbodor V;Pokemon Basis;Finsternis;210;;;;DC;Müllmief ;Trash Stench;40;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;DDC;Matschbombe ;Sludge Bomb;130;;Kampf;keine;3;EVS;100;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_100_R_DE_LG.png
Deponitox V;Garbodor V;Pokemon Basis;Finsternis;210;;;;DC;Müllmief ;Trash Stench;40;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;DDC;Matschbombe ;Sludge Bomb;130;;Kampf;keine;3;EVS;190;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_190_R_DE_LG.png
Deponitox VMAX;Garbodor VMAX;VMAX;Finsternis;330; Deponitox V;Abfallsammler;An dieses Pokemon können bis zu 2 Pokemon-Ausrüstungen angelegt sein. Wenn es diese Fähigkeit verliert, lege von ihm so lange Pokemon-Ausrüstungen auf deinen Ablagestapel, bis nur 1 übrig ist.;DC;Giga-Gestank ;G-Max Malodor;120;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;;;;;;Kampf;keine;3;EVS;101;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_101_R_DE_LG.png
Deponitox VMAX;Garbodor VMAX;VMAX;Finsternis;330; Deponitox V;Abfallsammler;An dieses Pokemon können bis zu 2 Pokemon-Ausrüstungen angelegt sein. Wenn es diese Fähigkeit verliert, lege von ihm so lange Pokemon-Ausrüstungen auf deinen Ablagestapel, bis nur 1 übrig ist.;DC;Giga-Gestank ;G-Max Malodor;120;Das Aktive Pokemon deines Gegners ist jetzt vergiftet. Während des nächsten Zuges deines Gegners kann sich jenes Pokemon nicht zurückziehen.;;;;;;Kampf;keine;3;EVS;216;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_216_R_DE_LG.png
Despotar;Tyranitar;Pokemon Phase 2;Finsternis;180; Pupitar;;;D;Verheerung ;Rout;30+;Diese Attacke fügt für jedes Pokemon auf der Bank deines Gegners 30 Schadenspunkte mehr zu.;DD;Berg des Grauens ;Dread Mountain;230;Lege die obersten 4 Karten deines Decks auf deinen Ablagestapel.;Pflanze;keine;3;PAL;135;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_135_R_DE_LG.png
Despotar;Tyranitar;Pokemon Phase 2;Finsternis;180; Pupitar;;;D;Verheerung ;Rout;30+;Diese Attacke fügt für jedes Pokemon auf der Bank deines Gegners 30 Schadenspunkte mehr zu.;DD;Berg des Grauens ;Dread Mountain;230;Lege die obersten 4 Karten deines Decks auf deinen Ablagestapel.;Pflanze;keine;3;PAL;222;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_222_R_DE_LG.png
Despotar;Tyranitar;Pokemon Phase 2;Finsternis;180; Pupitar;;;CC;Tobender Hagel ;Raging Crash;10*;Diese Attacke fügt für jede Schadensmarke auf allen Pokemon auf deiner Bank 10 Schadenspunkte zu.;DDCC;Erdbeben ;Earthquake;180;Diese Attacke fügt auch jedem Pokemon auf deiner Bank 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Pflanze;keine;3;PGO;43;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_043_R_DE_LG.png
Despotar V;Tyranitar V;Pokemon Basis;Finsternis;230;;;;DCC;Grolllawine ;Cragalanche;60;Lege die obersten 2 Karten des Decks deines Gegners auf seinen Ablagestapel.;DDCC;Fokussierter-Angriff-Zermalmer ;Single Strike Crush;240;Lege die obersten 4 Karten deines Decks auf deinen Ablagestapel.;Pflanze;keine;3;BST;97;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_097_R_DE_LG.png
Despotar V;Tyranitar V;Pokemon Basis;Finsternis;230;;;;DCC;Grolllawine ;Cragalanche;60;Lege die obersten 2 Karten des Decks deines Gegners auf seinen Ablagestapel.;DDCC;Fokussierter-Angriff-Zermalmer ;Single Strike Crush;240;Lege die obersten 4 Karten deines Decks auf deinen Ablagestapel.;Pflanze;keine;3;BST;154;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_154_R_DE_LG.png
Despotar V;Tyranitar V;Pokemon Basis;Finsternis;230;;;;DCC;Grolllawine ;Cragalanche;60;Lege die obersten 2 Karten des Decks deines Gegners auf seinen Ablagestapel.;DDCC;Fokussierter-Angriff-Zermalmer ;Single Strike Crush;240;Lege die obersten 4 Karten deines Decks auf deinen Ablagestapel.;Pflanze;keine;3;BST;155;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_155_R_DE_LG.png
Despotar V;Tyranitar V;Pokemon Basis;Finsternis;230;;;;DCC;Einhämmern ;Hammer In;80;;DDDC;Schollenbrecher ;Land Crush;150;;Pflanze;keine;4;FST;158;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_158_R_DE_LG.png
Despotar-ex;Tyranitar ex;Terakristall Phase 2;Elektro;340; Pupitar;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;F;Bergschleuderer ;Mountain Hurl;120;Lege die obersten 2 Karten deines Decks auf deinen Ablagestapel.;FF;Blitzrandale ;Lightning Rampage;150+;Wenn auf den Pokemon auf deiner Bank mindestens 1 Schadensmarke liegt, fügt diese Attacke 100 Schadenspunkte mehr zu.;Kampf;keine;4;OBF;66;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_066_R_DE_LG.png
Despotar-ex;Tyranitar ex;Terakristall Phase 2;Elektro;340; Pupitar;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;F;Bergschleuderer ;Mountain Hurl;120;Lege die obersten 2 Karten deines Decks auf deinen Ablagestapel.;FF;Blitzrandale ;Lightning Rampage;150+;Wenn auf den Pokemon auf deiner Bank mindestens 1 Schadensmarke liegt, fügt diese Attacke 100 Schadenspunkte mehr zu.;Kampf;keine;4;OBF;211;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_211_R_DE_LG.png
Dialga;Dialga;Pokemon Basis;Metall;130;;;;M;Zeitlicher Rückfluss;Temporal Backflow;;Nimm 1 Karte aus deinem Ablagestapel auf deine Hand.;CCC;Metallexplosion ;Metal Blast;60+;Diese Attacke fügt für jede an dieses Pokemon angelegte [M]-Energie 20 Schadenspunkte mehr zu.;Feuer;Pflanze;2;CEL;20;E;Celebrations (CEL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CEL/CEL_020_R_DE_LG.png
Dialga;Dialga;Pokemon Basis;Drache;130;;;;CCC;Zeitsturm ;Chrono Wind;80;Wenn das Verteidigende Pokemon ein Pokemon-V ist, kann es während des nächsten Zuges deines Gegners nicht angreifen.;PMMC;Schwerer Einschlag ;Heavy Impact;210;;keine;keine;2;EVS;112;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_112_R_DE_LG.png
Dialga;Dialga;Pokemon Basis;Metall;130;;;;C;Zurückdrehen der Zeit;Rewind Time;;Lege bis zu 2 [M]-Energiekarten aus deinem Ablagestapel an 1 deiner Pokemon an.;MMC;Zerstörungsblitz ;Flash of Destruction;130;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Feuer;Pflanze;2;VIV;121;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_121_R_DE_LG.png
Diam;Adaman;Trainer - Unterstützer;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;Kampf;keine;2;ASR;135;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_135_R_DE_LG.png
Diam;Adaman;Trainer - Unterstützer;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;Kampf;keine;2;ASR;181;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_181_R_DE_LG.png
Diam;Adaman;Trainer - Unterstützer;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;Feuer;Pflanze;3;ASR;199;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_199_R_DE_LG.png
Diam;Adaman;Trainer - Unterstützer;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;Kampf;keine;2;CRZ;GG57;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG57_R_DE_LG.png
Diancie;Diancie;Pokemon Basis;Psycho;90;;Glitzernder Schleier;Solange dieses Pokemon in der Aktiven Position ist, werden deinen Pokemon durch Attacken der Pokemon deines Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;PCC;Feinfühliger Strahl ;Sensitive Ray;50+;Wenn du eine Unterstützerkarte während dieses Zuges aus deiner Hand gespielt hast, fügt diese Attacke 70 Schadenspunkte mehr zu.;;;;;;Metall;keine;1;VIV;79;D;Farbenschock (VIV);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/VIV/VIV_079_R_DE_LG.png
Diancie;Diancie;Pokemon Basis;Psycho;90;;Schleier der Prinzessin;Solange dieses Pokemon in der Aktiven Position ist, verhindere jedes Mal, wenn dein Gegner 1 Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die den Basis-Pokemon auf deiner Bank zugefügt werden.;C;Stachelzug ;Spike Draw;20;Ziehe 2 Karten.;;;;;;Metall;keine;1;ASR;68;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_068_R_DE_LG.png
Diancie;Diancie;Pokemon Basis;Psycho;90;;Schleier der Prinzessin;Solange dieses Pokemon in der Aktiven Position ist, verhindere jedes Mal, wenn dein Gegner 1 Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die den Basis-Pokemon auf deiner Bank zugefügt werden.;C;Stachelzug ;Spike Draw;20;Ziehe 2 Karten.;;;;;;Metall;keine;1;CRZ;GG13;F;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_GG13_R_DE_LG.png
Diancie;Diancie;Pokemon Basis;Kampf;110;;;;C;Streureflektion ;Diffuse Reflection;40*;Diese Attacke fügt für jede an alle Pokemon deines Gegners angelegte Spezial-Energie 40 Schadenspunkte zu.;FC;Juwelenkraft ;Power Gem;60;;Pflanze;keine;1;SCR;86;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_086_R_DE_LG.png
Dicke-Freunde-Knursp;Buddy-Buddy Poffin;Trainer - Item;;;;;Durchsuche dein Deck nach bis zu 2 Basis-Pokemon mit 70 oder weniger KP und lege sie auf deine Bank. Mische anschließend dein Deck.;;;;;;;;;;;Elektro;Kampf;2;TEF;144;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_144_R_DE_LG.png
Dicke-Freunde-Knursp;Buddy-Buddy Poffin;Trainer - Item;;;;;Durchsuche dein Deck nach bis zu 2 Basis-Pokemon mit 70 oder weniger KP und lege sie auf deine Bank. Mische anschließend dein Deck.;;;;;;;;;;;Kampf;keine;3;TWM;223;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_223_R_DE_LG.png
Digda;Diglett;Pokemon Basis;Kampf;50;;;;F;Schaufler ;Dig;10;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Pflanze;keine;1;CRE;76;E;Schaurige Herrschaft (CRE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRE/CRE_076_R_DE_LG.png
Digda;Diglett;Pokemon Basis;Kampf;50;;;;F;Abrupter Kopfstoß ;Headbutt Bounce;10;;FF;Lehmschelle ;Mud-Slap;30;;Pflanze;keine;1;MEW;50;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_050_R_DE_LG.png
Digda;Diglett;Pokemon Basis;Kampf;50;;;;F;Buddelkopf ;;30;Lege die oberste Karte deines Decks auf deinen Ablagestapel.;;;;;;Pflanze;keine;1;OBF;103;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_103_R_DE_LG.png
Digdri;Dugtrio;Pokemon Phase 1;Kampf;90; Digda;;;FC;Dreierkopf ;Triple Heads;60*;Wirf 3 Münzen. Diese Attacke fügt 60 Schadenspunkte pro Kopf zu. Zeigen alle Münzen Kopf, verhindere während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Pflanze;keine;1;CRE;77;E;Schaurige Herrschaft (CRE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRE/CRE_077_R_DE_LG.png
Digdri;Dugtrio;Pokemon Phase 1;Kampf;90; Digda;;;F;Abrupter Kopfstoß ;Headbutt Bounce;40;;FF;Schlammbombe ;Mud Bomb;80;;Pflanze;keine;1;MEW;51;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_051_R_DE_LG.png
Digdri;Dugtrio;Pokemon Phase 1;Kampf;90; Digda;;;F;Schaufler ;Dig;50;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Pflanze;keine;1;OBF;104;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_104_R_DE_LG.png
Dinglu;Ting-Lu;Pokemon Basis;Kampf;140;;;;F;Sandbringer;Sand Bringer;;Lege bis zu 2 Basis-[F]-Energiekarten aus deinem Ablagestapel an 1 deiner Pokemon an.;FFF;Arroganter Einschlag ;Arrogant Impact;220;Wenn auf diesem Pokemon 4 oder mehr Schadensmarken liegen, hat diese Attacke keine Auswirkungen.;Pflanze;keine;4;PAR;109;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_109_R_DE_LG.png
Dinglu;Ting-Lu;Pokemon Basis;Kampf;140;;;;F;Bodencrasher ;Ground Crasher;30;Wenn eine Stadionkarte im Spiel ist, fügt diese Attacke auch jedem Pokemon auf der Bank deines Gegners 30 Schadenspunkte zu, und du legst jene Stadionkarte auf den Ablagestapel. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);FFC;Einhämmern ;Hammer In;110;;Pflanze;keine;3;TWM;110;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_110_R_DE_LG.png
Dinglu-ex;Ting-Lu ex;Pokemon Basis;Kampf;240;;Verfluchtes Land;Solange dieses Pokemon in der Aktiven Position ist, haben die Pokemon deines Gegners im Spiel, auf denen mindestens 1 Schadensmarke liegt, keine Fähigkeiten, außer Pokemon-ex.;FFF;Landschaufel ;Land Scoop;150;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Pflanze;keine;4;PAF;244;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_244_R_DE_LG.png
Dinglu-ex;Ting-Lu ex;Pokemon Basis;Kampf;240;;Verfluchtes Land;Solange dieses Pokemon in der Aktiven Position ist, haben die Pokemon deines Gegners im Spiel, auf denen mindestens 1 Schadensmarke liegt, keine Fähigkeiten, außer Pokemon-ex.;FFF;Landschaufel ;Land Scoop;150;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Pflanze;keine;4;PAL;127;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_127_R_DE_LG.png
Dinglu-ex;Ting-Lu ex;Pokemon Basis;Kampf;240;;Verfluchtes Land;Solange dieses Pokemon in der Aktiven Position ist, haben die Pokemon deines Gegners im Spiel, auf denen mindestens 1 Schadensmarke liegt, keine Fähigkeiten, außer Pokemon-ex.;FFF;Landschaufel ;Land Scoop;150;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Pflanze;keine;4;PAL;243;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_243_R_DE_LG.png
Dinglu-ex;Ting-Lu ex;Pokemon Basis;Kampf;240;;Verfluchtes Land;Solange dieses Pokemon in der Aktiven Position ist, haben die Pokemon deines Gegners im Spiel, auf denen mindestens 1 Schadensmarke liegt, keine Fähigkeiten, außer Pokemon-ex.;FFF;Landschaufel ;Land Scoop;150;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Pflanze;keine;4;PAL;263;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_263_R_DE_LG.png
Dinglu-ex;Ting-Lu ex;Pokemon Basis;Kampf;240;;Verfluchtes Land;Solange dieses Pokemon in der Aktiven Position ist, haben die Pokemon deines Gegners im Spiel, auf denen mindestens 1 Schadensmarke liegt, keine Fähigkeiten, außer Pokemon-ex.;FFF;Landschaufel ;Land Scoop;150;Lege 2 Schadensmarken auf 1 Pokemon auf der Bank deines Gegners.;;;;;;Pflanze;keine;4;PAL;275;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_275_R_DE_LG.png
